tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,body,title_len,body_len,title_clean,body_clean
"['autodesk-forge', 'autodesk-model-derivative']","{'reputation': 203, 'user_id': 9943, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/06b5652c685f054012e322668f55d0cc?s=128&d=identicon&r=PG', 'display_name': 'Barbog', 'link': 'https://stackoverflow.com/users/9943/barbog'}",False,80,,1,0,2019-06-12 10:50:22,2019-06-12 10:17:42,56559791,CC BY-SA 4.0,https://stackoverflow.com/questions/56559791/do-forge-viewer-svf-pack-files-use-parent-child-linked-transforms,Do Forge Viewer SVF pack files use parent-child linked transforms?,"Context: I've been extracting geometry data from the Forge SVF structures  into an OBJ format using the code by Petr. These data are then transparently sent to a different rendering system for the project upon which I'm working. However, I'm noticing that there are incorrect rotations in groups of extracted objects. Not all objects, just groupings. As an example, here is the Forge Viewer rendering of a group of objects (the long poles), with correct rotation. You can see all the poles evenly placed along the base-plate's edge and equally placed with regards to each other. Whereas in the rendered extracted geometry, the grouping of objects are correctly placed with relation to each other (equally, 3x3), but the group as a whole is rotated slightly along the Z-axis in relation to the bottom plate. This is the type of behaviour I would expect if the individual poles were all child objects of some parent object (perhaps an invisible grouping object), and the rotation of the parent would pivot all the poles in the SVF but that rotation wasn't applied during geometry extraction. 
This happens with all groupings with regards to individual objects in a scene. While looking at , I get the strong impression that there is a 2nd rotational aspect but I cannot see how that applies when reading the SVF directly. Question: Obviously I'm not looking for a direct code solution, but to confirm the structure of the SVF pack files. Looking at , I don't see anything which would imply a parent-child grouping but haven't managed to think of an alternative cause. So, are there such parent-child transform relationships in the SVF pack files, or a global rotational component which only applies to certain objects? If so, where is that placed within the pack file. And if not, what else could cause this type of systematic rotation of groups?",66,2609,forge viewer svf pack file use parentchild link transform,context I ve extract geometry datum forge svf structure obj format use code petr datum transparently send different rendering system project upon work however notice incorrect rotation group extract object object grouping example forge viewer render group object long pole correct rotation see pole evenly place along baseplate edge equally place regard whereas render extract geometry grouping object correctly place relation equally   group whole rotate slightly along zaxis relation bottom plate type behaviour would expect individual pole child object parent object perhaps invisible grouping object rotation parent would pivot pole svf rotation be not apply geometry extraction happen grouping regard individual object scene look get strong impression   rotational aspect can not see apply read svf directly question obviously look direct code solution confirm structure svf pack file look do not see anything would imply parentchild grouping have not manage think alternative cause parentchild transform relationship svf pack file global rotational component apply certain object place within pack file else could cause type systematic rotation group
"['autodesk-forge', 'autodesk-realitycapture']","{'reputation': 1239, 'user_id': 2708519, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/W2HL1.jpg?s=128&g=1', 'display_name': 'mcgregor94086', 'link': 'https://stackoverflow.com/users/2708519/mcgregor94086'}",False,49,,1,0,2019-06-13 13:29:09,2019-06-12 05:32:09,56555236,CC BY-SA 4.0,https://stackoverflow.com/questions/56555236/autodesk-forge-photoscene-progress-api-photoscene-never-progresses,autodesk-forge Photoscene progress API - Photoscene never progresses,"I am using the autodesk Forge API calls: ... then I make the following call repeatedly: When I decode the $json return variable it has these values: progressmsg=""Created"" 
  progress=""0""
  photosceneID=""xdDFs4kdYMGtjo2B7SA8R7PPVKsFK2tOo3JPRNHMMf0"" Every time I check the progress, the API reports it is in this state perpetually. It never displays the ""processing"" state described in the API reference, and the progress % variable remains at 0. But the API also never returns an error. What causes a Photoscene to stay frozen in this ""created"" status,  without progressing on to ""processing""? How can I make the job start processing""?",68,1480,autodeskforge photoscene progress api photoscene never progress,use autodesk forge api call make follow call repeatedly decode json return variable value progressmsgcreate    every time check progress api report state perpetually never display process state describe api reference progress variable remain   api also never return error cause photoscene stay frozen create status without progress processing make job start process
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 1, 'user_id': 11610019, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-KBUE6hSSEoM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re5GwNp6GKFFjEHcCHbRvqzNfKnNA/mo/photo.jpg?sz=128', 'display_name': 'Rikard Nilsson', 'link': 'https://stackoverflow.com/users/11610019/rikard-nilsson'}",False,190,,1,0,2019-06-10 08:36:39,2019-06-06 16:02:20,56481292,CC BY-SA 4.0,https://stackoverflow.com/questions/56481292/limit-the-orbit-movement-in-forge-viewer,Limit the orbit movement in Forge Viewer,"I'm having trouble to set rotational limits to the viewer.
I want my viewer to work like this example in Three.js Is there anyone that has succeeded with this? And can give me some hints to lead me in the right direction.. I've tried using the code in the example above.
I've tried to set viewer.autocam.constrainOrbitVertical = true when reaching my limit that is about 90 degrees, but it wont give me the result I want..",40,578,limit orbit movement forge viewer,trouble set rotational limit vieweri want viewer work like example threejs anyone succeed give hint lead right direction I ve try use code example aboveive try set viewerautocamconstrainorbitvertical true reach limit   degree will not give result want
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 43, 'user_id': 7600797, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/f42f38c16a1efd9dc20fec9f338175c6?s=128&d=identicon&r=PG&f=1', 'display_name': 'FrodeTo', 'link': 'https://stackoverflow.com/users/7600797/frodeto'}",True,157,56481305.0,1,0,2019-06-06 16:03:04,2019-06-06 14:08:14,56479350,CC BY-SA 4.0,https://stackoverflow.com/questions/56479350/changing-settings-panel-in-forge-viewer,Changing settings panel in Forge viewer,"I would like to remove ""Open properties on select"" from the settings panel of the Forge viewer. I manage to get the settingsPanel of the viewer, but all the remove functions return false. Is this possible to do at all and if so, how is it done?",39,252,change setting panel forge viewer,would like remove open property select setting panel forge viewer manage get settingspanel viewer remove function return false possible do
"['curl', 'autodesk-forge']","{'reputation': 538, 'user_id': 6031421, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://graph.facebook.com/10209087723699302/picture?type=large', 'display_name': 'Umar Dastgir', 'link': 'https://stackoverflow.com/users/6031421/umar-dastgir'}",True,56,56470678.0,1,0,2019-06-06 04:31:38,2019-06-05 22:19:18,56468777,CC BY-SA 4.0,https://stackoverflow.com/questions/56468777/autodesk-forge-specifying-path-to-the-file-to-upload,Autodesk Forge - Specifying path to the file to upload,"I am working on a project in which I have to convert different file formats to .stl. I am using Autodesk Forge cloud software for this purpose and using rest APIs to communicate with it. More specifically, I have followed tutorial and it works fine. In STEP 2 of tutorial, the methodology to upload a file is demonstrated. The command is as below I believe the first occurrence of FILETOCONVERT specifies the file name as it would be on the cloud bucket. The second occurrence is the file on the local system which has to be uploaded. In case the file is in the same directory as the script, the code runs fine. However, is there any way I can provide path to the input file in the command below (which might be in a different directory)? I have tried replacing the second occurrence of ""$FILETOCONVERT"" to ""/home/User/path/file.obj"" but I get an HTTP Error for invalid command. Does anyone know how to tackle this problem?",54,1441,autodesk forge specify path file upload,working project convert different file format stl use autodesk forge cloud software purpose use rest apis communicate specifically follow tutorial work fine step   tutorial methodology upload file demonstrate command believe first occurrence filetoconvert specifie file name would cloud bucket second occurrence file local system upload case file directory script code run fine however way provide path input file command might different directory try replace second occurrence filetoconvert homeuserpathfileobj get http error invalid command anyone know tackle problem
"['javascript', 'three.js', 'autodesk-forge', 'autodesk-viewer', 'autodesk']","{'reputation': 45, 'user_id': 7453056, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f3352122d4da0c19da0551ec570bcfea?s=128&d=identicon&r=PG', 'display_name': 'mustafa.salaheldin', 'link': 'https://stackoverflow.com/users/7453056/mustafa-salaheldin'}",False,232,,1,0,2019-06-12 08:47:51,2019-06-05 09:44:59,56458035,CC BY-SA 4.0,https://stackoverflow.com/questions/56458035/how-get-access-to-scene-renderer-camera-objects-forge-viewer-v6-in-ts,"How get access to scene, renderer, camera objects Forge viewer v6 in TS","Previously I was able to use code like the following: to get access to the Three.js objects in Forge Viewer, now in v6 how can I do the same using TypeScript? I alreday use the definitions of the Forge Viewer for TypeScript.",71,389,get access scene renderer camera object forge viewer   ts,previously able use code like follow get access threejs object forge viewer   use typescript alreday use definition forge viewer typescript
"['autodesk-forge', 'revit']","{'reputation': 3, 'user_id': 9215067, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/194c7786510d661043d5e7fe3094e95a?s=128&d=identicon&r=PG&f=1', 'display_name': 'kingov', 'link': 'https://stackoverflow.com/users/9215067/kingov'}",True,66,56403491.0,1,0,2019-06-01 02:46:02,2019-05-28 07:50:57,56337429,CC BY-SA 4.0,https://stackoverflow.com/questions/56337429/i-am-currently-working-with-forge-rcdb-and-mongodb-but-there-is-no-data-in-data,"I am currently working with Forge RCDB and MongoDB, but there is no data in Database and cost Breaddown, always show loading","I am currently working with Forge RCDB and MongoDB,  but there is no data in Database and cost Breaddown, always show loading",124,133,currently work forge rcdb mongodb datum database cost breaddown always show loading,currently work forge rcdb mongodb datum database cost breaddown always show loading
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 1973, 'user_id': 1040276, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/688042e1ec99729da61c8818a524b441?s=128&d=identicon&r=PG', 'display_name': 'sushilprj', 'link': 'https://stackoverflow.com/users/1040276/sushilprj'}",False,260,,1,0,2019-05-27 03:39:16,2019-05-26 18:46:53,56316430,CC BY-SA 4.0,https://stackoverflow.com/questions/56316430/mouse-click-vs-viewer-select-function-selection-behave-differently-in-autodesk-f,Mouse click vs viewer.select function selection behave differently in Autodesk Forge multi models viewer,"I have been working on multi-model from the last couple of weeks and found that selection of a model object using mouse click vs viewer select function behave differently. I have two models one architectural and another mechanical. When I select a wall or room on the architectural model using mouse click, Object select with overlay without having any problem but when I try using viewer select function with same object, it hides behind the wall and overlay doesn't work. It is only happening with the architectural model and working fine with the mechanical model. Please suggest me if I am doing something wrong with multi-model.",104,659,mouse click vs viewerselect function selection behave differently autodesk forge multi model viewer,work multimodel last couple week find selection model object use mouse click vs view select function behave differently two model one architectural another mechanical select wall room architectural model use mouse click object select overlay without problem try use view select function object hide behind wall overlay do not work happen architectural model work fine mechanical model please suggest something wrong multimodel
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 21, 'user_id': 9327787, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/99507129b2d00591bed4975286f40d7e?s=128&d=identicon&r=PG&f=1', 'display_name': 'Patrick Kersten', 'link': 'https://stackoverflow.com/users/9327787/patrick-kersten'}",True,227,56421092.0,1,0,2019-06-03 20:03:33,2019-05-24 14:45:54,56294968,CC BY-SA 4.0,https://stackoverflow.com/questions/56294968/autodesk-viewer-memory-leak,Autodesk Viewer memory leak,I have some big memory issues in an angular/typescript app using the forge viewer (v6.6.1). This has also been discussed before: Whenever we close the component or route to an other page we destroy the current created viewer. For this I use the function viewer.finish(); However it seems that it doesn't release any GPU memory. This is most notable when using models that contain textures. The problem is that after a few times opening this in our app it will crash as to much gpu memory is used. To see the memory usage buildup I used chrome://tracing/ (using the record category memory-infra). Here are some screenshots where you can see the memory buildup. As you can see the memory under textures builds up quite fast. And this is just a light model that we use. With some models is build up in steps of over 250MB. Here is the part of component code that does the work. I also provided a link to a minimal angular project on github that you can run. When you start the app you can use the toggle button to create / destroy the component and trigger the issue.,27,2590,autodesk viewer memory leak,big memory issue angulartypescript app use forge viewer   also discuss whenever close component route page destroy current create viewer use function viewerfinish however seem do nt release gpu memory notable use model contain texture problem time open app crash much gpu memory use see memory usage buildup use chrometrace use record category memoryinfra screenshot see memory buildup see memory texture build quite fast light model use model build step   part component code work also provide link minimal angular project github run start app use toggle button create destroy component trigger issue
"['typescript', 'autodesk-forge', 'autodesk-viewer']","{'reputation': 6475, 'user_id': 907981, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/kOThB.jpg?s=128&g=1', 'display_name': 'GTF', 'link': 'https://stackoverflow.com/users/907981/gtf'}",False,175,,1,0,2019-05-27 03:23:11,2019-05-24 11:15:26,56291557,CC BY-SA 4.0,https://stackoverflow.com/questions/56291557/getting-fragment-ids-from-a-dbid,Getting fragment ids from a dbid,"I'm struggling a little with seeming inconsistencies between the type definitions, documentation, and behaviour of the viewer. I've written a simple extension to colour elements (which I can't get to work anyway, but that's a ). When I try to get the fragments for a given node using the method, I get an empty array: The documentation gives no indication of the expected arguments for this callback, but from online examples I'm guessing the signature is something like the following: The typescript definition is confusing as it lists as the first argument, which implies it might not be an id but something else. When I run this for any element, I always get an empty array which is a bit baffling, as without access to the fragments I can't really set colours etc..",32,1598,get fragment ids dbid,struggle little seeming inconsistency type definition documentation behaviour viewer I ve write simple extension colour element can not get work anyway that s try get fragment give node use method get empty array documentation give indication expect argument callback online example guess signature something like follow typescript definition confusing list first argument imply might i d something else run element always get empty array bit baffling without access fragment can not really set colour etc
"['python', 'autodesk-forge']","{'reputation': 538, 'user_id': 6031421, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://graph.facebook.com/10209087723699302/picture?type=large', 'display_name': 'Umar Dastgir', 'link': 'https://stackoverflow.com/users/6031421/umar-dastgir'}",True,60,56282852.0,1,0,2019-05-23 20:58:45,2019-05-23 20:33:16,56282536,CC BY-SA 4.0,https://stackoverflow.com/questions/56282536/proper-way-to-delete-an-autodesk-forge-bucket-using-a-python-script,Proper way to delete an Autodesk Forge Bucket using a Python Script,"I am working on a project to convert various file types to .stl format using Autodesk Forge and tutorial. As mentioned in the tutorial, the process is to make a bucket, upload an object, convert it, and finally download it. After conversion, I would like to delete the bucket I created, so that my code can make a bucket with the same name again. I am using a python script to accomplish this, and I found tutorial online to delete a bucket. However, trying to replicate the same process gives me error 403 (for more details on error codes, see link). My code is as below BUCKET_NAME and ACCESS_TOKEN contain name of bucket and Access tokens respectively. Can someone point out what's wrong with the code? EDIT: I have the bucket:create bucket:read bucket:update scopes. Do I need to add another scope to make sure the bucket can be deleted?",67,1787,proper way delete autodesk forge bucket use python script,working project convert various file type stl format use autodesk forge tutorial mention tutorial process make bucket upload object convert finally download conversion would like delete bucket create code make bucket name use python script accomplish find tutorial online delete bucket however try replicate process give error   detail error code see link code bucketname accesstoken contain name bucket access token respectively someone point what s wrong code edit bucketcreate bucketread bucketupdate scope need add another scope make sure bucket delete
"['javascript', 'typescript', 'three.js', 'autodesk-forge']","{'reputation': 6475, 'user_id': 907981, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/kOThB.jpg?s=128&g=1', 'display_name': 'GTF', 'link': 'https://stackoverflow.com/users/907981/gtf'}",True,429,56285411.0,1,0,2019-05-24 17:47:09,2019-05-23 17:34:53,56280344,CC BY-SA 4.0,https://stackoverflow.com/questions/56280344/unable-to-change-element-colour-in-viewer,Unable to change element colour in Viewer,"To test out a PoC, I'm trying to colour a selected element red. To do this I have created a class, as below, but nothing happens to the elements when I select them. I've tried a number of the examples around the web (including some which create a mesh proxy for the render proxy and add an overlay) but nothing works. How do I change the colour for a given element (either or )? I can't find API documentation for most of this in the Forge API, so I'm flying a little blind.",41,1882,unable change element colour viewer,test poc try colour select element red create class nothing happen element select I ve try number example around web include create mesh proxy render proxy add overlay nothing work change colour give element either can not find api documentation forge api fly little blind
"['authorization', 'autodesk-forge', 'autodesk-model-derivative']","{'reputation': 3, 'user_id': 8378671, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/df0e2b5232cef4ae680d1cb9a02c6908?s=128&d=identicon&r=PG&f=1', 'display_name': 'krezeee', 'link': 'https://stackoverflow.com/users/8378671/krezeee'}",True,41,56259982.0,2,0,2019-05-23 22:02:20,2019-05-22 14:56:17,56259695,CC BY-SA 4.0,https://stackoverflow.com/questions/56259695/what-is-the-supossed-scope-for-translating-file-format-to-sfv,What is the supossed scope for translating file format to SFV?,"Im going along with the tutorial from: and i got stuck with translating the file to SVF. I've tried data:write, data:create, bucket:update scopes but each time I get: Token does not have the privilege for this request.",62,749,suposse scope translate file format sfv,go along tutorial get stick translate file svf I ve try datawrite datacreate bucketupdate scope time get token privilege request
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 43, 'user_id': 7600797, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/f42f38c16a1efd9dc20fec9f338175c6?s=128&d=identicon&r=PG&f=1', 'display_name': 'FrodeTo', 'link': 'https://stackoverflow.com/users/7600797/frodeto'}",False,71,,0,0,2019-05-20 09:19:09,2019-05-20 09:19:09,56217815,CC BY-SA 4.0,https://stackoverflow.com/questions/56217815/measure-area-in-3d-models-in-forge-viewer,Measure area in 3D models in Forge viewer,We need a function to measure areas in 3D models. Before we start coding our own tool from scratch I’m trying to se if there is a faster way to achieve this. In 2D models it's possible to measure areas. Is there a simple way to enable this function in 3D models as well? I’m aware that the calculations of the areas would be different in 3D and being able to override the calculations would be necessary.,41,429,measure area   model forge viewer,need function measure area   model start code tool scratch I ’m try se fast way achieve   model possible measure area simple way enable function   model well I ’m aware calculation area would different   able override calculation would necessary
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 3, 'user_id': 3012893, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/62f04197e6709ed7ca487d63d5e7ae2e?s=128&d=identicon&r=PG', 'display_name': 'Ramamohan Raju Gadiraju', 'link': 'https://stackoverflow.com/users/3012893/ramamohan-raju-gadiraju'}",False,283,,1,0,2019-05-20 07:56:35,2019-05-20 05:53:48,56215011,CC BY-SA 4.0,https://stackoverflow.com/questions/56215011/load-multiple-modelsaggregation-in-forge-viewer-and-load-other-models-as-hidde,Load multiple models(aggregation) in forge viewer and load other models as hidden by default until user selects from model browser,"I am trying to load multiple models(aggregation) on to the forge viewer(v.6.x) initially while loading, but I want to show only one model and other models as hidden by default(can be with ghost view). Later when user clicks on eye icon from model browser, then that model should be visible/hidden. I tried calling viewer.hideModel(modelId) after loading the model. But even though the model is showing in model browser, when I click on it, it says error model is not loaded. Expected behavior is to allow user to select from model browser, which models to show/hide on the viewer among all the models loaded initially(linked models should be hidden by default). Current result I am getting is the linked models are showing in the model browser but when I click on that it says - Error Model is not loaded",130,1380,load multiple modelsaggregation forge viewer load model hidden default user select model browser,try load multiple modelsaggregation forge   initially load want show one model model hide defaultcan ghost view later user click eye icon model browser model visiblehidden try call viewerhidemodelmodelid loading model even though model show model browser click say error model load expect behavior allow user select model browser model showhide viewer among model load initiallylinked model hidden default current result getting link model show model browser click say error model load
['autodesk-forge'],"{'reputation': 11, 'user_id': 8068355, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eeb3cb740dd9cf7d211008c16d7eebfd?s=128&d=identicon&r=PG&f=1', 'display_name': 'Amit Kumar Aman', 'link': 'https://stackoverflow.com/users/8068355/amit-kumar-aman'}",False,136,,2,0,2019-05-19 15:00:36,2019-05-18 11:03:05,56198330,CC BY-SA 4.0,https://stackoverflow.com/questions/56198330/reading-families-in-a-revit-file-using-forge-api,Reading families in a REVIT file using Forge API,I am trying to get the list of available families in a REVIT file. Is it possible to achieve this using the Model Derivative API ? Or should I try out the Design Automation API ? I have tried using Model Derivative API. But I can only get the list of those families whose elements exist in the model.,48,325,read family revit file use forge api,try get list available family revit file possible achieve use model derivative api try design automation api try use model derivative api get list family whose element exist model
"['autodesk-forge', 'autodesk-model-derivative', 'autodesk-webhooks']","{'reputation': 29, 'user_id': 4820091, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f681b4d123ffff94913daf1cf68084f0?s=128&d=identicon&r=PG&f=1', 'display_name': 'j_sve', 'link': 'https://stackoverflow.com/users/4820091/j-sve'}",False,67,,1,0,2019-05-16 11:04:07,2019-05-16 10:23:07,56166327,CC BY-SA 4.0,https://stackoverflow.com/questions/56166327/unable-to-receive-forge-webhooks-or-unable-to-get-them-to-fire,"Unable to receive Forge webhooks, or unable to get them to fire","I'm setting up an automated system to convert and visualise 3D models through the Forge APIs. The actual conversion and visualisation is pretty straight forward, but keeping track of the process is not as simple. Autodesk recommends using webhooks, but documentation of this is quite sparse. My main problem is that I'm unable to debug the webhooks. I get no indication to weather a hook has been posted or not. I've read all of the similar questions here on stack overflow, in the FAQ and in the documentation (among others: ). I'm processing a conversion for a model with 'modelId'. And want to listen to the events 'extraction.updated'. I'm registering a hook with a POST like this: My job is registered like this: From what I can see the hooks never fire. I don't get any errors or indications that something fail on my server. Am I required to post when creating the hook? This is documented as not mandatory. Am I required to have a fixes endpoint on my end, or is it ok to include the specific model id in the url?",63,1828,unable receive forge webhooks unable get fire,set automate system convert visualise   model forge apis actual conversion visualisation pretty straight forward keep track process simple autodesk recommend use webhooks documentation quite sparse main problem unable debug webhook get indication weather hook post I ve read similar question stack overflow faq documentation among other process conversion model modelid want listen event extractionupdate registering hook post like job register like see hook never fire do not get error indication something fail server require post create hook document mandatory require fix endpoint end ok include specific model i d url
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 13, 'user_id': 11501468, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/03a0e6ffe2af218a232f583fc128a5f4?s=128&d=identicon&r=PG&f=1', 'display_name': 'jma', 'link': 'https://stackoverflow.com/users/11501468/jma'}",False,447,,1,0,2019-05-17 03:36:51,2019-05-15 11:51:41,56148721,CC BY-SA 4.0,https://stackoverflow.com/questions/56148721/when-using-search-function-of-autodesk-forge-viewer-on-elements-in-linked-models,"When using search function of Autodesk Forge Viewer on elements in linked models, the returned dbId cannot do fitToView, but dbId + 1 works?","I was trying to search an element using search function in the viewer, then perform a fitToView on the element.  The function returned a dbId, but fitToView does not work on it.  After some research, and some help from this question: , I added a 1 to the returned dbId and then the fitToView worked! The element I was trying to search is in a linked model - I've uploaded a ZIP file of Revit models - the element is not in the main model.  Is this a known behaviour with linked models?  Can I safely add 1 to all the dbIds returned from a search to get to the correct element?  Or is there any way I can get the correct dbId? I've downloaded the model.sdb and realized that the correct dbId carries an attribute called ""instanceof_objid"" whose value is the dbId returned from search function.  Is there any function from the Viewer API to get to this attribute? Hope this is clear as mud...  Thanks in advance for any help! UPDATES: Using a simple model, I searched for an element in the linked file - The returned dbId is 6388, and the fitToView actually zoom to the whole model, not zoom to that element.  The select also didn't highlight the element.  When I select the element in the viewer and do getProperties: The dbId of that element is 6389.  It is +1 of the dbId returned from the search function. I then tried running the same code for an element in the main file (not the linked file), the dbIds returned are the same!  The select function also did highlight that element on the viewer.  Is this the normal behaviour when working with elements in linked files?",140,2491,use search function autodesk forge viewer element link model return dbid can not fittoview dbid   work,try search element use search function viewer perform fittoview element function return dbid fittoview work research help question add   return dbid fittoview work element try search link model I ve upload zip file revit model element main model know behaviour link model safely add   dbid return search get correct element way get correct dbid I ve download modelsdb realize correct dbid carry attribute call instanceofobjid whose value dbid return search function function view api get attribute hope clear mud thank advance help update use simple model search element link file return dbid   fittoview actually zoom whole model zoom element select also do not highlight element select element viewer getpropertie dbid element    dbid return search function try run code element main file link file dbid return select function also highlight element viewer normal behaviour work element link file
"['autodesk-forge', 'autodesk', 'autodesk-data-management']","{'reputation': 1, 'user_id': 10539403, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8438834894dee8e87b80cb7bf869ddca?s=128&d=identicon&r=PG&f=1', 'display_name': 'Dmt_K', 'link': 'https://stackoverflow.com/users/10539403/dmt-k'}",False,90,,1,0,2019-05-14 23:17:27,2019-05-14 09:38:33,56127294,CC BY-SA 4.0,https://stackoverflow.com/questions/56127294/delete-items-folders-and-projects-in-autodesk-a360,"Delete items, folders, and projects in Autodesk A360","I am working with A360 and creating a simple project which requires data management. Everything works well except the delete operation. When I am trying to use endpoint, the server returns 200 Ok, but the item remains. I found such info in the for the folders - You can only delete BIM 360 Docs folders . 
So, as I understand, only BIM 360 entities can be deleted. Are there any workarounds to delete items in A360? Does Autodesk have any plans adding such functionality for A360?",52,1064,delete item folder project autodesk,work   create simple project require datum management everything work well except delete operation try use endpoint server return   ok item remain find info folder delete bim   doc folder understand bim   entity delete workaround delete item   autodesk plan add functionality
"['curl', 'autodesk-forge']","{'reputation': 538, 'user_id': 6031421, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://graph.facebook.com/10209087723699302/picture?type=large', 'display_name': 'Umar Dastgir', 'link': 'https://stackoverflow.com/users/6031421/umar-dastgir'}",True,27,56117637.0,1,0,2019-05-13 18:01:03,2019-05-13 16:57:05,56116786,CC BY-SA 4.0,https://stackoverflow.com/questions/56116786/autodesk-forge-error-translating-source-file-to-obj,Autodesk Forge - Error translating source file to .obj,"I am working on a project in which I have to convert a .3ds to .obj using Autodesk Forge (online) APIs. I am following tutorial. I successfully created an app, got the 2 token authorization and uploaded the .3ds file. However, in STEP 2 of the above mentioned tutorial, I get a HTTP/1.1 400 Bad Request error. Following is the command which I type on the command line: According to my experience, this error only occurs when the command is invalid (an extra space, invalid delimiter etc.) I have gone over the command quite a few times but I don't see any errors. Can someone point out whats wrong with the above command?",54,1254,autodesk forge error translate source file obj,working project convert   obj use autodesk forge online apis follow tutorial successfully create app get   token authorization upload   file however step   mention tutorial get    bad request error follow command type command line accord experience error occur command invalid extra space invalid delimiter etc go command quite time do not see error someone point what s wrong command
['autodesk-forge'],"{'reputation': 999, 'user_id': 1087990, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://graph.facebook.com/100000530576730/picture?type=large', 'display_name': 'Joshua Foxworth', 'link': 'https://stackoverflow.com/users/1087990/joshua-foxworth'}",True,34,56097606.0,1,0,2019-05-12 12:42:45,2019-05-12 05:51:47,56096555,CC BY-SA 4.0,https://stackoverflow.com/questions/56096555/autodesk-forge-handling-parameter-updates-and-versions,Autodesk Forge - Handling Parameter Updates and Versions,"In order to pull the properties for a file, we need the complete urn for the file as shown here ... However, on my platform users can alter parameters which are then sent to Fusion 360 where those numbers alter the user parameters driving the cad design. They then have to save the file for these changes to be recognized. This then creates a new version number. Doesn't this then mean that when I try to download the properties for that file with that urn, I am downloading old data? In addition to this, if I am sending a base encoded urn from my client side to my server, I would then have to decode that string to even see the version number attached to it. ... To get the latest data, I need the latest version number so that I can change this urn into the base encoded urn. How can I check to see if a new version exists and what the highest version available is? Is there a way around this?",56,1045,autodesk forge handling parameter update version,order pull property file need complete urn file show however platform user alter parameter send fusion   number alter user parameter drive cad design save file change recognize create new version number do not mean try download property file urn download old datum addition send base encode urn client side server would decode string even see version number attach get late datum need late version number change urn base encode urn check see new version exist high version available way around
['autodesk-forge'],"{'reputation': 999, 'user_id': 1087990, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://graph.facebook.com/100000530576730/picture?type=large', 'display_name': 'Joshua Foxworth', 'link': 'https://stackoverflow.com/users/1087990/joshua-foxworth'}",False,37,,1,0,2019-05-12 09:01:06,2019-05-11 15:08:05,56091543,CC BY-SA 4.0,https://stackoverflow.com/questions/56091543/autodesk-forge-are-units-always-the-same,Autodesk Forge - are Units always the same?,"In the Autodesk Forge system, when you do a Post jobs to create an svf file and then eventually pull down the , the units that are returned are as follows - mass = g, volume = mm^3, area = mm^2, etc Are those units always the same? For larger systems, are they returned in kg, m^3, m^2? Is there a way to ask for specific units - like kg, m^3, etc?",43,526,autodesk forge unit always,autodesk forge system post job create svf file eventually pull unit return follow mass g volume   area   etc unit always large system return kg    way ask specific unit like kg   etc
